"Z" "X" "Y" "Switzerland" "Basis-1" "Basis-2" "Basis-3" "Basis-4" "Basis-5" "Basis-6" "Basis-7" "Basis-8" "Basis-9" "Basis-10" "Basis-11" "Basis-12" "Basis-13" "Basis-14" "Basis-15" "Basis-16" "Basis-17" "Basis-18" "Basis-19" "Basis-20"
514.35071 574161 294684 0 -0.474019797372382 0.153375194143721 0.95228816058987 0.439597631208765 -0.220382151762197 -0.0857559883578133 0.851441559974979 0.802246402457722 1.47330930516521 1.93550599330316 1.60004195013524 -0.773160500114174 0.490526688066062 -0.151842211130431 -0.0370194022399256 0.702634777514247 -0.843605048335894 0.29941552949858 -0.263292766234724 -1.39546178051692
402.8808 576661 294684 0 -0.231132333077482 0.126259040882243 0.98593384675397 0.375047462955245 -0.358086589831749 -0.182677730543683 0.918365251960262 0.914289665913354 1.43205873784265 1.83499026400972 1.59448615525193 -0.784405747006423 0.57370552166966 -0.3792540414661 -0.195715721006213 0.625387748257741 -0.930073084164768 0.411804393828164 -0.0733170642512164 -1.26892476470882
366.1702 579161 294684 0 0.0674368489598225 0.128320493869622 1.01202461401747 0.301505532807414 -0.488108867048602 -0.241939832315351 0.978515998516622 1.04414492071124 1.37216918180788 1.7054198138921 1.55248623483246 -0.778742426676692 0.633968429730193 -0.602558609515678 -0.35252811045111 0.512732642754695 -1.03328067631915 0.536024260762301 0.101684119212947 -1.1148166751977
291.78482 581661 294684 0 0.407551607210588 0.160971845234216 1.0272533468465 0.225146104909383 -0.604441335407822 -0.256825270801492 1.03294365300147 1.18653132977121 1.3010669590989 1.56188402921463 1.47863998904511 -0.753876322410355 0.66132534385744 -0.816136916083045 -0.500882440512538 0.362485691517502 -1.14569300271764 0.6590782654683 0.250915946559168 -0.939014391224072
262.9223 584161 294684 0 0.772503366651216 0.224197730772432 1.02928229443663 0.15262044244895 -0.702230501766961 -0.225597044859112 1.08281038746534 1.33329777206237 1.22442940349396 1.41748954107754 1.37827649392155 -0.705954159915274 0.646625576584275 -1.01345040307049 -0.634081413468286 0.174500155486863 -1.25799422106595 0.769173871176123 0.366766548929928 -0.750017366697278
252.2963 586661 294684 0 1.14420977952497 0.316526372760389 1.01717997524511 0.0902507865148141 -0.777714187366653 -0.152096712732691 1.12904097298881 1.47439617480734 1.14537651341518 1.28198102379954 1.25715419048329 -0.630536766629378 0.582904826252133 -1.1876097534421 -0.7458649101938 -0.0490073960667208 -1.35997641274291 0.857183200592178 0.445363357211972 -0.557944153195498
237.0278 589161 294684 0 1.50445295931632 0.435040260929038 0.991681038978007 0.0432124650399165 -0.828071376842178 -0.0454794959456252 1.17202192594249 1.5989611391529 1.06421692972054 1.16102252089442 1.12134928983659 -0.523852505371688 0.466564975393127 -1.33209697704446 -0.83090271979594 -0.303412460192403 -1.4415328821263 0.917677080865891 0.486776125845076 -0.373264799172959
234.00584 591661 294684 0 1.83605263433107 0.575448477389601 0.955212341659197 0.0148222104658146 -0.85125382382232 0.0808942228861098 1.21138801987082 1.69633200498969 0.978754420430023 1.05619860876782 0.977292149730931 -0.384072364654457 0.29819047953758 -1.44153871175952 -0.885176959952356 -0.581943186474482 -1.49365029751066 0.949395237485695 0.494843385221317 -0.205519306224656
231.53217 594161 294684 0 2.12388201710001 0.732240741663448 0.911658403961228 0.00604307962705078 -0.845864566533489 0.211225103492794 1.24592169870891 1.75689793031633 0.885054889506006 0.965668949324707 0.831864325861935 -0.212340785395188 0.082854635218354 -1.51241743557561 -0.906231125014836 -0.876214255356781 -1.50929780688113 0.955103934643499 0.476636228729293 -0.0622613319793722
231.53217 596661 294684 0 2.35565503181057 0.898935242820297 0.865877235329461 0.015290937503545 -0.811131549449357 0.329386898417019 1.27357549371798 1.77270725056407 0.778493172550845 0.88530203980387 0.692447215943764 -0.0133436474034486 -0.170155599566054 -1.54361266533929 -0.893282742198195 -1.17695073863891 -1.48412606594311 0.940886837249773 0.44161009946384 0.0515973703945396
236.83926 599161 294684 0 2.52244021083827 1.06841962877396 0.823017717069824 0.0385873591667673 -0.746997766512054 0.4210149927807 1.29161176671363 1.73784367508257 0.654858679779508 0.810043330418947 0.566819791812834 0.204713875158611 -0.448178164038577 -1.5366854293122 -0.847213822111146 -1.47478210291378 -1.41691242767757 0.914999430129195 0.400527571467276 0.13396535246674
234.979 601661 294684 0 2.61888595186787 1.23336928217351 0.787725841681189 0.0700546103402597 -0.654317706606813 0.47522453415815 1.296840024244 1.64861936640271 0.511305446526892 0.73525073855486 0.462836802877879 0.430731476029886 -0.73647096674112 -1.49585328801013 -0.770465146544446 -1.76097287735391 -1.30971690266635 0.886478417903998 0.364259379482496 0.185305550889473
232.54129 604161 294684 0 2.64317063238932 1.38671195715547 0.763352665350579 0.102697378753058 -0.535119281299401 0.485705724840704 1.28592137418102 1.50365870091448 0.346981460636593 0.657758641769772 0.38787293458947 0.651836714714264 -1.01978326874966 -1.4276450838333 -0.666865556607958 -2.02796925519932 -1.16774321299635 0.863725867454454 0.342584315616116 0.208050726640187
219.33237 606661 294684 0 2.59671622183419 1.52209582405236 0.751286622044124 0.1293710205097 -0.392866663137275 0.451085249626954 1.25570357270801 1.30394312871924 0.16325145879047 0.576501677533856 0.348081047843866 0.854812599373145 -1.28397783753169 -1.34026848474481 -0.541425708689223 -2.26967813059279 -0.998926945928719 0.853279954468322 0.343109428311967 0.205880867624882
231.33609 609161 294684 0 2.48372297103784 1.63431142878525 0.750523879574546 0.143804464606424 -0.232647304687419 0.37459560797712 1.20354899681449 1.05286064507683 -0.0364819246993508 0.492626338992674 0.347570007701758 1.02758619722773 -1.51746897637161 -1.24276308768731 -0.400118437215294 -2.48144973908714 -0.813295821940879 0.858942797449953 0.370419966348945 0.183048984771359
300.92218 611661 294684 0 2.31059377028667 1.71961865472209 0.757562626395837 0.141532945867413 -0.0612086836635488 0.263221583268163 1.12762152614655 0.756262403099193 -0.247271945761771 0.409121312568625 0.387646697189627 1.1605353567296 -1.71227012999854 -1.14404185071882 -0.249657084670923 -2.65979631875862 -0.622163770727392 0.88136936658251 0.425544891024238 0.143900050173967
343.77258 614161 294684 0 2.08531911830846 1.77593797762441 0.766663653116285 0.120604019120489 0.113212569297826 0.126566686960678 1.02710584418313 0.42248672072863 -0.463294115435313 0.330086478795934 0.466278087547847 1.24741839594938 -1.86450683361272 -1.05193982845484 -0.0972716825288988 -2.80193455701103 -0.437230245548254 0.91814217267671 0.50579104176492 0.0926522273588045
593.18549 616661 294684 0 1.81688764641832 1.80288036809708 0.77046626957551 0.0819492118055636 0.281296726779414 -0.0243111008891363 0.902342713762621 0.0622800617644221 -0.678523962646546 0.25981912672531 0.577908738443478 1.28581375219176 -1.9743360888643 -0.972389450783518 0.0495265115075364 -2.90527748185502 -0.269659297486974 0.96427838547972 0.604960737478558 0.0334218212454319
593.18549 619161 294684 0 1.51477407818703 1.80161017827255 0.760893432166161 0.0293593476776494 0.433271782240669 -0.177900699602227 0.75487473468516 -0.311464672954072 -0.887284852430604 0.201914868638082 0.713719324051129 1.27705366411768 -2.04530758024304 -0.908825983797854 0.183206578512725 -2.96701368409714 -0.129210315110578 1.01305236660372 0.713927917323065 -0.0296022803463834
766.42786 621661 294684 0 1.18853844606369 1.77455740273649 0.730231702076129 -0.0309425080585222 0.559718466166042 -0.322979619318254 0.58740733534738 -0.684215675475204 -1.08457589415868 0.158559199784736 0.862341252263151 1.22572650344122 -2.08328968807103 -0.861897577895769 0.296519216801159 -2.98389521189464 -0.023485260320124 1.05697734813069 0.821511208485117 -0.0919722180412299
1020.91095 624161 294684 0 0.847549915060381 1.72501650698483 0.672238442648768 -0.0910786034949076 0.652463313483709 -0.449105990497454 0.403697903075295 -1.04057862238682 -1.26615874973271 0.130131106051899 1.01096407609857 1.13888781271821 -2.09514938727903 -0.829515480048891 0.382844481816266 -2.95231289418778 0.0426530617276583 1.08878035050017 0.915552536953855 -0.148920205376132
1070.24731 626661 294684 0 0.500828444464207 1.65668529580124 0.583116603496311 -0.142541410289195 0.705448872484105 -0.546955483396701 0.208391062518729 -1.36530962866555 -1.4284506385328 0.115166320972476 1.14670093942111 1.0251488082146 -2.08740894506624 -0.80723681773011 0.436580906207737 -2.86867733590977 0.0674496765506727 1.10222407037042 0.984090234794684 -0.195517524850622
836.80066 629161 294684 0 0.156980353211338 1.5732063480748 0.462209503126214 -0.177325910505042 0.715460980874046 -0.608635515506711 0.00681976030150019 -1.64447436284004 -1.56832203086029 0.110651549118773 1.25802643007118 0.893800661571192 -2.06509855985832 -0.788930576584373 0.453556266005859 -2.73005730105214 0.0523851344732359 1.09267278645159 1.01650803114927 -0.227074815601973
799.07452 631661 294684 0 -0.175808235635999 1.47777369551477 0.312303406028711 -0.189012523497191 0.682601925211866 -0.628090412747436 -0.195209817516198 -1.86661583312125 -1.68291910012548 0.112558303742403 1.33608084414611 0.754090111170995 -2.03098394233567 -0.767642410809761 0.431425656577286 -2.53496800448979 0.00204966570722404 1.05735673199947 1.00454643779905 -0.239722138144339
643.87115 634161 294684 0 -0.489761721712624 1.37285831356433 0.139479780907872 -0.17364988697247 0.610424908847412 -0.601643179553616 -0.391635677764072 -2.02376912798481 -1.76961816401399 0.116487979203431 1.3756492143879 0.614700781615989 -1.98527879881847 -0.736550142077946 0.37001109688285 -2.28416205159233 -0.0762322791108719 0.995349212248218 0.943080007489927 -0.231038188981639
738.60492 636661 294684 0 -0.777529436711898 1.26008868616099 -0.0474758924315181 -0.130314559216357 0.505686413249257 -0.528624589283805 -0.576351676618755 -2.11216718146935 -1.82617585303263 0.11829399657483 1.37567026424178 0.483432230034354 -1.92586659065455 -0.68989204584441 0.271531375191622 -1.98126375587712 -0.173005779730285 0.907321551360518 0.830590594734073 -0.200562655557286
1015.91187 639161 294684 0 -1.03225657456037 1.14029956206864 -0.238035884504023 -0.061270337716574 0.377723167038546 -0.411949475052516 -0.743411155279087 -2.13251816266754 -1.85107595700679 0.114570662637951 1.33920147782618 0.367021317614682 -1.8489688187994 -0.623755226374444 0.14067322465558 -1.63310624933505 -0.277478349866786 0.795173631397396 0.669299892235887 -0.150035275349366
1015.91187 641661 294684 0 -1.24773096340432 1.01373636999517 -0.421132962722467 0.0282935167010797 0.237512351919632 -0.258444297867254 -0.887225108243905 -2.08979640160294 -1.84400799552795 0.102943638226058 1.2728491653846 0.271029081990099 -1.75012340809635 -0.536630525525644 -0.0155341199394334 -1.2496770366045 -0.378445589148033 0.661647208419719 0.464960324205893 -0.0832590737066142
1008.38483 644161 294684 0 -1.41860860670049 0.88037841812063 -0.586436323893135 0.130906736607608 0.0965196696163886 -0.0787311674258684 -1.00276011823928 -1.99256345043882 -1.80636063946309 0.0821512180476975 1.18575234093751 0.199724273994365 -1.62528886588608 -0.429670725537096 -0.188060105424533 -0.843642837118733 -0.465277950875675 0.510015033595265 0.226337851511062 -0.0055710171404128
1004.51477 646661 294684 0 -1.54070363424581 0.740324699453158 -0.725519638227356 0.237753868839682 -0.0345270726205502 0.113462233709498 -1.08574123068583 -1.85190953736208 -1.74158908055124 0.051955360627729 1.08827290973318 0.155927308771386 -1.47187529665219 -0.306626191453155 -0.366424328604815 -0.42949636967626 -0.528885712593676 0.343905430956407 -0.0355503182015105 0.0770003639719428
986.09106 649161 294684 0 -1.61131261245094 0.594174927389494 -0.832754418134223 0.339771179999236 -0.146786404288007 0.302581619949657 -1.13286203309468 -1.68016402199023 -1.65532662691684 0.0129549409325828 0.990581991124219 0.140824049267956 -1.28952356876683 -0.173471695516831 -0.539425748329572 -0.0224325459502283 -0.562573981309551 0.16727742253729 -0.308358703663888 0.158728685632998
1184.42163 651661 294684 0 -1.62953133651896 0.443337263473968 -0.905802044276223 0.428754853592432 -0.234227316165765 0.472988696370479 -1.1419988919369 -1.48955542202357 -1.55515608628728 -0.0336159927731878 0.901338233619054 0.153802576561574 -1.08050428525651 -0.0377750032937603 -0.695991396747317 0.362892822786356 -0.562702207563533 -0.0154842382622843 -0.579401344690273 0.235126907931815
990.19861 654161 294684 0 -1.59651602616217 0.290203536643823 -0.945637835555337 0.498333101953083 -0.294209341820706 0.610913533013321 -1.11241950668146 -1.29100159926708 -1.45002647117356 -0.086036039714557 0.826629590861375 0.192393470174415 -0.849678854888497 0.0921125725025218 -0.826065983420979 0.713550564870234 -0.529074462763727 -0.1994216985521 -0.836607807567229 0.303623251434565
1011.73041 656661 294684 0 -1.51564129733471 0.138151487559717 -0.956111354505584 0.544678279897734 -0.327642569626616 0.706280906019842 -1.04496893790741 -1.09317983750979 -1.34937957831293 -0.142154333097722 0.769301421800942 0.252395170614799 -0.604042748636309 0.207944427310532 -0.921452163507146 1.01931292305803 -0.46500786609266 -0.378892077678876 -1.06936022931022 0.363824423738109
999.19269 659161 294684 0 -1.39251454551886 -0.00864083815012576 -0.943117657424746 0.566875552456368 -0.338706346690051 0.754064397438435 -0.94221047091842 -0.901972116853659 -1.26212075296684 -0.199364647772446 0.728730966992415 0.328238013295615 -0.351941975194508 0.302440063413044 -0.976510638404473 1.27329606750256 -0.377055942626619 -0.547577850863214 -1.26914222075505 0.41730675046822
937.31201 661661 294684 0 -1.2348197238706 -0.145554609412105 -0.913513301403045 0.566915616928434 -0.334163646566165 0.754891065060404 -0.808495426230273 -0.720314672244198 -1.19561191835034 -0.254541373186061 0.701042883450168 0.413588938084768 -0.102105638912293 0.370020449799988 -0.988640436207189 1.47220933284148 -0.274398880532312 -0.698684423202078 -1.42995448594753 0.466984795773079
937.31201 664161 294684 0 -1.05198140622083 -0.268021869631174 -0.873949192922379 0.549332484001629 -0.322361500442294 0.714755959039951 -0.649936361244849 -0.548416484775141 -1.15487151591419 -0.30400867177727 0.679703520802147 0.502136075471384 0.137338247077534 0.407336333082895 -0.958481747162231 1.61621585582294 -0.167949929938088 -0.825351031298302 -1.54847906231742 0.51620662917096
